N,종목명,현재가,전일비,등락률,액면가,부채총계,영업이익,주당순이익
1598.0,KB 레버리지 콩 선물 ETN,22125.0,445.0,-1.97%,0.0,
1599.0,삼성 S&P500 VIX S/T 선물 ETN,11055.0,480.0,+4.54%,0.0,
1600.0,삼성 인버스 구리 선물 ETN(H),11030.0,15.0,-0.14%,0.0,
1601.0,신한 인버스 2X 미국달러 선물 ETN,5510.0,40.0,-0.72%,0.0
1602.0,메리츠 인버스 국채10년 ETN,11020.0,55.0,+0.50%,0.0
1603.0,TIGER KRX300,15740.0,195.0,-1.22%,0.0
1604.0,대신 인버스 3X 국채10년 ETN,21980.0,440.0,+2.04%,0.0
1605.0,KODEX 필수소비재,6095.0,10.0,-0.16%,0.0
1606.0,ARIRANG Apple채권혼합Fn,10960.0,0.0,0.00%,0.0
1607.0,신한 FnGuide 메타버스 ETN,5475.0,65.0,-1.17%,0.0
1608.0,QV iSelect 배터리 재활용 Top10 ETN,10950.0,0.0,0.00%,0.0
1609.0,QV iSelect-WG 그린에너지 ESG ETN,10935.0,0.0,0.00%,0.0
1610.0,KODEX 미국S&P500금융,10875.0,10.0,+0.09%,0.0
1611.0,ARIRANG 미국S&P500,10860.0,45.0,-0.41%,0.0
1612.0,하나 S&P 레버리지 WTI원유 선물 ETN,10835.0,110.0,+1.03%,0.0
1613.0,신한 블룸버그 레버리지 WTI원유 선물 ETN,10830.0,135.0,+1.26%,0.0
1614.0,QV 블룸버그 2X WTI원유선물 ETN,10815.0,185.0,+1.74%,0.0
1615.0,삼성 레버리지 항셍테크 ETN(H),1800.0,25.0,-1.37%,0.0
1616.0,KB 인버스 2X 나스닥 100 ETN,5395.0,65.0,+1.22%,0.0
1617.0,메리츠 레버리지 국채5년 ETN,10790.0,55.0,-0.51%,0.0
1618.0,삼성 KRX 2차전지 K-뉴딜 ETN,10785.0,170.0,+1.60%,0.0
1619.0,삼성 나스닥 100 ETN(H),10755.0,45.0,-0.42%,0.0
1620.0,KODEX Fn K-뉴딜디지털플러스,8960.0,110.0,-1.21%,0.0
1621.0,ARIRANG ESG성장주액티브,7960.0,90.0,-1.12%,0.0
1622.0,메리츠 인버스 3X 국채30년 ETN,53475.0,785.0,+1.49%,0.0
1623.0,TIGER 은행,5915.0,35.0,-0.59%,0.0
1624.0,메리츠 인버스 3X 국채10년 ETN,21205.0,300.0,+1.44%,0.0
1625.0,에셋플러스 코리아대장장이액티브,11755.0,135.0,-1.14%,0.0
1626.0,KB 인버스 2X 구리 선물 ETN(H),21150.0,15.0,+0.07%,0.0
1627.0,KODEX 미국스마트모빌리티S&P,6220.0,110.0,-1.74%,0.0
1628.0,미래에셋 인버스 에너지화학 Core5 ETN,5275.0,45.0,+0.86%,0.0
1629.0,메리츠 국채5년 ETN,10535.0,20.0,-0.19%,0.0
1630.0,KB S&P 유럽탄소배출권 선물 ETN(H),10525.0,0.0,0.00%,0.0
1631.0,KTOP 코스피50,23370.0,300.0,-1.27%,0.0
1632.0,KOSEF 물가채KIS,105045.0,250.0,-0.24%,0.0
1633.0,QV S&P500 버퍼10% 3월 ETN(H),10495.0,0.0,0.00%,0.0
1634.0,ACE 미국IT인터넷S&P(합성 H),13115.0,235.0,-1.76%,0.0
1635.0,KB KRX ESG Eco ETN,10485.0,220.0,-2.06%,0.0
1636.0,KBSTAR KRX300,16090.0,115.0,-0.71%,0.0
1637.0,하나 iSelect-WG 탄소중립 ESG ETN,10450.0,0.0,0.00%,0.0
1638.0,QV S&P500 버퍼10% 6월 ETN(H),10445.0,0.0,0.00%,0.0
1639.0,KODEX KTOP30,17400.0,120.0,-0.68%,0.0
1640.0,메리츠 레버리지 국채3년 ETN,10430.0,30.0,-0.29%,0.0
1641.0,TRUE S&P500 VIX S/T 선물 ETN(H),10410.0,400.0,+4.00%,0.0
1642.0,메리츠 금 선물 ETN(H),10410.0,35.0,-0.34%,0.0
1643.0,삼성 금 선물 ETN(H),10400.0,55.0,-0.53%,0.0
1644.0,KODEX 미국S&P500헬스케어,10390.0,30.0,-0.29%,0.0
1645.0,대신 인버스 국채10년 ETN,10390.0,95.0,+0.92%,0.0
1646.0,신한 인버스 Russell 2000 ETN,10370.0,160.0,+1.57%,0.0
1647.0,메리츠 국채3년 ETN,10350.0,15.0,-0.14%,0.0
1648.0,QV S&P500 버퍼10% 12월 ETN(H),10325.0,0.0,0.00%,0.0
1649.0,TIGER 한중전기차(합성),10850.0,100.0,-0.91%,0.0
1650.0,KB S&P 레버리지 WTI원유 선물 ETN(H),10300.0,150.0,+1.48%,0.0
1651.0,KB 인버스 2X 밀 선물 ETN,20600.0,1430.0,+7.46%,0.0,
1652.0,메리츠 블룸버그 레버리지 WTI선물 ETN(H),10290.0,130.0,+1.28%,0.0,
1653.0,메리츠 인버스 3X 국채5년 ETN,20555.0,165.0,+0.81%,0.0,
1654.0,TIGER 200 금융,5645.0,65.0,-1.14%,0.0,
1655.0,KOSEF 국고채10년레버리지,102405.0,785.0,-0.76%,0.0,
1656.0,대신 2X 철광석 선물 ETN(H),10220.0,150.0,-1.45%,0.0,
1657.0,ARIRANG 200선물인버스2X,5375.0,150.0,+2.87%,0.0,
1658.0,SOL 24-06 국고채액티브,102060.0,40.0,-0.04%,0.0,
1659.0,TRUE FnGuide IoT ETN,10205.0,35.0,-0.34%,0.0,
1660.0,신한 S&P 레버리지 유로 선물 ETN(H),10200.0,0.0,0.00%,0.0,
1661.0,메리츠 인버스 은 선물 ETN(H),10195.0,200.0,+2.00%,0.0,
1662.0,SOL 한국형글로벌반도체액티브,12135.0,95.0,-0.78%,0.0,
1663.0,메리츠 인버스 3X 국채3년 ETN,20345.0,100.0,+0.49%,0.0,
1664.0,삼성 인버스 China A50 선물 ETN(H),10150.0,30.0,+0.30%,0.0,
1665.0,삼성 S&P500 ETN,10135.0,30.0,-0.30%,0.0,
1666.0,삼성 인버스 은 선물 ETN(H),10135.0,200.0,+2.01%,0.0,
1667.0,신한 S&P 유로 선물 ETN(H),10135.0,0.0,0.00%,0.0,
1668.0,KBSTAR 미국고정배당우선증권ICE TR,9615.0,145.0,-1.49%,0.0,
1669.0,KBSTAR 국채30년레버리지KAP(합성),17540.0,210.0,-1.18%,0.0,
1670.0,TIGER 미국배당+3%프리미엄다우존스,10075.0,50.0,-0.49%,0.0,
1671.0,TIGER 우량가치,10165.0,125.0,-1.21%,0.0,
1672.0,KB 레버리지 금 선물 ETN(H),20100.0,145.0,-0.72%,0.0,
1673.0,JW중외제약우,29900.0,1350.0,+4.73%,2500.0,1557.0
1674.0,메리츠 3X 레버리지 국채3년 ETN,20035.0,85.0,-0.42%,0.0,
1675.0,HANARO 탄소효율그린뉴딜,8340.0,115.0,-1.36%,0.0,
1676.0,신한 S&P 인버스 유로 선물 ETN(H),9970.0,0.0,0.00%,0.0,
1677.0,마이다스 KoreaStock액티브,18955.0,135.0,-0.71%,0.0,
1678.0,KBSTAR 미국달러SOFR금리액티브(합성),9945.0,30.0,+0.30%,0.0,
1679.0,신한 S&P 인버스 2X 유로 선물 ETN(H),9915.0,0.0,0.00%,0.0,
1680.0,메리츠 인버스 2X 국채3년 ETN,9890.0,35.0,+0.36%,0.0,
1681.0,메리츠 인버스 국채5년 ETN,9885.0,35.0,+0.36%,0.0,
1682.0,메리츠 3X 레버리지 국채5년 ETN,19720.0,150.0,-0.75%,0.0,
1683.0,삼성 인버스 금 선물 ETN(H),9855.0,35.0,+0.36%,0.0,
1684.0,KODEX 33-06 국고채액티브,9840.0,75.0,-0.76%,0.0,
1685.0,KODEX 53-09 국고채액티브,9825.0,105.0,-1.06%,0.0,
1686.0,KOSEF 블루칩,7540.0,105.0,-1.37%,0.0,
1687.0,대신 국채10년 ETN,9780.0,20.0,-0.20%,0.0,
1688.0,TIGER 글로벌사이버보안INDXX,9380.0,125.0,-1.32%,0.0,
1689.0,TRUE 은 선물 ETN,9740.0,0.0,0.00%,0.0,
1690.0,TRUE 구리 선물 ETN,9715.0,10.0,+0.10%,0.0,
1691.0,ACE 골드선물 레버리지(합성 H),16115.0,70.0,-0.43%,0.0,
1692.0,TIGER 코스닥글로벌,9665.0,95.0,-0.97%,0.0,
1693.0,TIGER 한중반도체(합성),11360.0,75.0,-0.66%,0.0,
1694.0,신한 레버리지 Russell 2000 ETN,9655.0,235.0,-2.38%,0.0,
1695.0,KODEX MSCI Korea,16030.0,225.0,-1.38%,0.0,
1696.0,태양금속우,2905.0,60.0,+2.11%,500.0,52.0
1697.0,삼양사우,25900.0,150.0,-0.58%,5000.0,6259.0
1698.0,KBSTAR 미국빅데이터Top3채권혼합iSelect,11960.0,30.0,-0.25%,0.0,
1699.0,TIMEFOLIO 미국나스닥100액티브,12915.0,25.0,-0.19%,0.0,
1700.0,하나 코스닥150 선물 ETN,9555.0,210.0,-2.15%,0.0,
1701.0,ACE 싱가포르리츠,11935.0,145.0,-1.20%,0.0,
1702.0,TIMEFOLIO 탄소중립액티브,13610.0,35.0,+0.26%,0.0,
1703.0,메리츠 인버스 2X 국채5년 ETN,9525.0,55.0,+0.58%,0.0,
1704.0,TRUE 인버스 유로스탁스50 ETN(H) C,9515.0,195.0,+2.09%,0.0,
1705.0,SK증권우,2430.0,0.0,0.00%,500.0,15.0
1706.0,SOL KRX300,15810.0,280.0,-1.74%,0.0,
1707.0,신한 인버스 2X 은 선물 ETN(H),1890.0,85.0,+4.71%,0.0,
1708.0,신한 인버스 은 선물 ETN(H),4715.0,110.0,+2.39%,0.0,
1709.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,9415.0,365.0,+4.03%,0.0,
1710.0,KOSEF KRX100,5230.0,60.0,-1.13%,0.0,
1711.0,KB 레버리지 밀 선물 ETN,18785.0,1315.0,-6.54%,0.0,
1712.0,TIGER 200동일가중,10425.0,200.0,-1.88%,0.0,
1713.0,ARIRANG KRX300,15620.0,195.0,-1.23%,0.0,
1714.0,성신양회우,12700.0,100.0,-0.78%,5000.0,-1020.0
1715.0,메리츠 3X 레버리지 국채10년 ETN,18650.0,175.0,-0.93%,0.0,
1716.0,TRUE 코스닥 150 ETN,9315.0,195.0,-2.05%,0.0,
1717.0,SOL 유럽탄소배출권선물S&P(H),13255.0,90.0,+0.68%,0.0,
1718.0,삼성 은 선물 ETN(H),9265.0,0.0,0.00%,0.0,
1719.0,KOSEF 미국달러선물인버스,9075.0,35.0,-0.38%,0.0,
1720.0,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,9255.0,375.0,+4.22%,0.0,
1721.0,하나 인버스 2X 코스닥150 선물 ETN,9250.0,70.0,+0.76%,0.0,
1722.0,대신 인버스 2X 코스닥 150 선물 ETN,9190.0,30.0,+0.33%,0.0,
1723.0,대신 3X 레버리지 국채10년 ETN,18290.0,205.0,-1.11%,0.0,
1724.0,KODEX Fn웹툰&드라마,4155.0,30.0,-0.72%,0.0,
1725.0,삼성 인버스 코스닥 150 선물 ETN,9140.0,65.0,+0.72%,0.0,
1726.0,하나 인버스 코스닥150 선물 ETN,9130.0,115.0,+1.28%,0.0,
1727.0,미래에셋 인도네시아 금속&에너지 Top5 ETN,9125.0,150.0,-1.62%,0.0,
1728.0,ACE 레버리지,6510.0,200.0,-2.98%,0.0,
1729.0,메리츠 은 선물 ETN(H),9110.0,205.0,-2.20%,0.0,
1730.0,TIGER 미국나스닥넥스트100,10695.0,95.0,-0.88%,0.0,
1731.0,KOSEF 미국S&P500(H),11350.0,75.0,-0.66%,0.0,
1732.0,TIGER 유로스탁스레버리지(합성 H),9065.0,390.0,-4.12%,0.0,
1733.0,FOCUS 혁신기업액티브,8210.0,100.0,-1.20%,0.0,
1734.0,KOSEF 200선물인버스2X,2655.0,70.0,+2.71%,0.0,
1735.0,KB 인버스 2X 금 선물 ETN(H),18000.0,160.0,+0.90%,0.0,
1736.0,ACE 미국달러단기채권액티브,9930.0,20.0,+0.20%,0.0,
1737.0,ARIRANG 200선물레버리지,29755.0,830.0,-2.71%,0.0,
1738.0,ACE 원자력테마딥서치,11150.0,30.0,+0.27%,0.0,
1739.0,삼성중공우,77400.0,51300.0,+196.55%,1000.0,-574.0
1740.0,TREX 펀더멘탈 200,35515.0,480.0,-1.33%,0.0,
1741.0,ACE 미국하이일드액티브(H),9825.0,40.0,-0.41%,0.0,
1742.0,메리츠 구리 선물 ETN(H),8775.0,15.0,+0.17%,0.0,
1743.0,메리츠 천연가스 선물 ETN(H),2925.0,10.0,-0.34%,0.0,
1744.0,KB 인버스 2X 콩 선물 ETN,17510.0,470.0,+2.76%,0.0,
1745.0,TIMEFOLIO 미국S&P500액티브,12155.0,25.0,-0.21%,0.0,
1746.0,ARIRANG 국채선물10년,50755.0,280.0,-0.55%,0.0,
1747.0,TRUE 인버스 2X S&P500 선물 ETN(H),1745.0,15.0,+0.87%,0.0,
1748.0,삼성 구리 선물 ETN(H),8720.0,5.0,+0.06%,0.0,
1749.0,신한 인버스 달러인덱스 선물 ETN(H),8710.0,0.0,0.00%,0.0,
1750.0,HANARO 글로벌워터MSCI(합성),10745.0,85.0,-0.78%,0.0,
1751.0,KB 인버스 2X S&P 500 선물 ETN,8595.0,135.0,+1.60%,0.0,
1752.0,삼성 인버스 2X 금 선물 ETN(H),8580.0,50.0,+0.59%,0.0,
1753.0,TRUE 블룸버그 인도네시아 대표원자재 ETN,8570.0,120.0,-1.38%,0.0,
1754.0,메리츠 레버리지 국채10년 ETN,8530.0,85.0,-0.99%,0.0,
1755.0,KBSTAR 글로벌수소경제Indxx,8110.0,150.0,-1.82%,0.0,
1756.0,KB 인버스 2X 은 선물 ETN(H),16980.0,770.0,+4.75%,0.0,
1757.0,삼성 블룸버그 WTI원유 선물 ETN,8490.0,65.0,+0.77%,0.0,
1758.0,TRUE 블룸버그 WTI원유 선물 ETN,8480.0,45.0,+0.53%,0.0,
1759.0,TREX 200,33880.0,495.0,-1.44%,0.0,
1760.0,TRUE 플래티넘 선물 ETN,8470.0,90.0,-1.05%,0.0,
1761.0,삼성 인버스 나스닥 100 ETN(H),8460.0,50.0,+0.59%,0.0,
1762.0,하나 인버스 2X 콩 선물 ETN(H),8445.0,205.0,+2.49%,0.0,
1763.0,SOL 유럽탄소배출권선물인버스ICE(H),10550.0,15.0,-0.14%,0.0,
1764.0,메리츠 미국채30년 ETN(H),8425.0,65.0,-0.77%,0.0,
1765.0,삼성 코스피 양매도 5% OTM ETN,8385.0,0.0,0.00%,0.0,
1766.0,HANARO KAP초장기국고채,36440.0,265.0,-0.72%,0.0,
1767.0,TIGER S&P글로벌인프라(합성),11965.0,200.0,-1.64%,0.0,
1768.0,KB STAR 50 ETN,8345.0,0.0,0.00%,0.0,
1769.0,히어로즈 미국달러SOFR금리액티브(합성),10300.0,35.0,+0.34%,0.0,
1770.0,삼성 KRX 리츠 TOP10 월배당 ETN,8340.0,60.0,-0.71%,0.0,
1771.0,대상홀딩스우,9120.0,170.0,+1.90%,1000.0,963.0
1772.0,ACE 미국나스닥100채권혼합액티브,10375.0,5.0,+0.05%,0.0,
1773.0,KODEX 미국ETF산업Top10 Indxx,11055.0,60.0,-0.54%,0.0,
1774.0,TRUE 베트남 VN30 선물 ETN(H),8290.0,40.0,-0.48%,0.0,
1775.0,KODEX 모멘텀Plus,11835.0,100.0,-0.84%,0.0,
1776.0,태영건설우,6340.0,30.0,+0.48%,500.0,1975.0
1777.0,크라운제과우,10670.0,80.0,+0.76%,200.0,555.0
1778.0,SOL KEDI메가테크액티브,12635.0,55.0,-0.43%,0.0,
1779.0,KODEX 코스닥150롱코스피200숏선물,10215.0,145.0,+1.44%,0.0,
1780.0,VITA 밸류알파액티브,10890.0,100.0,-0.91%,0.0,
1781.0,SOL 한국형글로벌전기차&2차전지액티브,11025.0,105.0,-0.94%,0.0,
1782.0,히어로즈 TDF2050액티브,10785.0,85.0,-0.78%,0.0,
1783.0,KBSTAR 미국S&P배당킹,10095.0,50.0,-0.49%,0.0,
1784.0,TIGER 미국S&P500선물인버스(H),3670.0,20.0,+0.55%,0.0,
1785.0,ACE 미국S&P500채권혼합액티브,10085.0,10.0,-0.10%,0.0,
1786.0,KBSTAR 미국장기국채선물(H),8955.0,65.0,-0.72%,0.0,
1787.0,마이다스 KoreaStock중소형액티브,21485.0,200.0,-0.92%,0.0,
1788.0,KBSTAR 미국장기국채선물레버리지(합성 H),6990.0,105.0,-1.48%,0.0,
1789.0,KOSEF 코스피100,25110.0,310.0,-1.22%,0.0,
1790.0,KBSTAR KQ고배당,12350.0,100.0,-0.80%,0.0,
1791.0,신한 인버스 다우존스지수 선물 ETN(H),4005.0,35.0,+0.88%,0.0,
1792.0,KBSTAR 글로벌자산배분액티브,9995.0,25.0,-0.25%,0.0,
1793.0,KBSTAR 글로벌주식분산액티브,9995.0,25.0,-0.25%,0.0,
1794.0,KB 인버스 KOSPI 200 선물 ETN,11405.0,115.0,+1.02%,0.0,
1795.0,SOL 차이나육성산업액티브(합성),7220.0,20.0,+0.28%,0.0,
1796.0,KOSEF Fn중소형,20895.0,215.0,-1.02%,0.0,
1797.0,KB FnGuide 언택트 ETN,7905.0,95.0,-1.19%,0.0,
1798.0,KBSTAR KRX300레버리지,13165.0,310.0,-2.30%,0.0,
1799.0,QV US 500 ETN(H),11280.0,0.0,0.00%,0.0,
1800.0,TRUE 인버스 2X HSCEI ETN(H),7875.0,120.0,+1.55%,0.0,
1801.0,KOSEF 미국방어배당성장나스닥,13075.0,70.0,-0.53%,0.0,
1802.0,KODEX 한중전기차(합성),11200.0,30.0,-0.27%,0.0,
1803.0,메리츠 CSI 300 ETN,7830.0,45.0,-0.57%,0.0,
1804.0,ACE 베트남VN30선물블룸버그레버리지(H),9785.0,45.0,-0.46%,0.0,
1805.0,삼성 FnGuide 웹 3.0 ETN,7825.0,55.0,+0.71%,0.0,
1806.0,ACE 삼성그룹동일가중,15635.0,165.0,-1.04%,0.0,
1807.0,에셋플러스 글로벌영에이지액티브,11450.0,130.0,-1.12%,0.0,
1808.0,HANARO 유로존국채25년플러스(합성 H),48665.0,1175.0,-2.36%,0.0,
1809.0,ACE 코스피,25880.0,265.0,-1.01%,0.0,
1810.0,ARIRANG KS로우사이즈가중TR,15520.0,160.0,-1.02%,0.0,
1811.0,ACE 밸류대형,8580.0,105.0,-1.21%,0.0,
1812.0,SOL KRX기후변화솔루션,12860.0,70.0,-0.54%,0.0,
1813.0,신한 인버스 2X Russell 2000 ETN,7715.0,200.0,+2.66%,0.0,
1814.0,일양약품우,17300.0,100.0,-0.57%,2500.0,826.0
1815.0,KBSTAR KRX기후변화솔루션,12815.0,30.0,+0.23%,0.0,
1816.0,ARIRANG 태양광&ESS Fn,9585.0,20.0,-0.21%,0.0,
1817.0,SOL 차이나태양광CSI(합성),6380.0,100.0,-1.54%,0.0,
1818.0,마이다스 200커버드콜5%OTM,12760.0,140.0,-1.09%,0.0,
1819.0,TIGER 이머징마켓MSCI레버리지(합성 H),6960.0,210.0,-2.93%,0.0,
1820.0,HANARO 미국S&P500,10850.0,80.0,-0.73%,0.0,
1821.0,히어로즈 TDF2040액티브,10785.0,30.0,-0.28%,0.0,
1822.0,KBSTAR 주식혼합,37720.0,460.0,-1.20%,0.0,
1823.0,ACE 스마트밸류,12555.0,145.0,-1.14%,0.0,
1824.0,히어로즈 미국성장기업30액티브,10040.0,25.0,-0.25%,0.0,
1825.0,TIGER 금은선물(H),9410.0,105.0,-1.10%,0.0,
1826.0,KODEX 콩선물(H),15020.0,190.0,-1.25%,0.0,
1827.0,TIGER 미국달러선물레버리지,12515.0,15.0,+0.12%,0.0,
1828.0,KOSEF 200선물레버리지,14665.0,450.0,-2.98%,0.0,
1829.0,BNK 미래전략기술액티브,9925.0,55.0,-0.55%,0.0,
1830.0,TIGER KTOP30,8745.0,80.0,-0.91%,0.0,
1831.0,신한 인버스 2X 10년 국채선물 ETN,10585.0,0.0,0.00%,0.0,
1832.0,KBSTAR 유로스탁스50(H),11380.0,290.0,-2.49%,0.0,
1833.0,히어로즈 TDF2030액티브,10555.0,0.0,0.00%,0.0,
1834.0,ACE 스마트퀄리티,14775.0,205.0,-1.37%,0.0,
1835.0,ARIRANG 미국달러SOFR금리액티브(합성),49250.0,255.0,+0.52%,0.0,
1836.0,메리츠 국채30년 ETN,7375.0,35.0,-0.47%,0.0,
1837.0,KB 인버스 2X KOSPI 200 선물 ETN,14670.0,460.0,+3.24%,0.0,
1838.0,KODEX Fn멀티팩터,12220.0,145.0,-1.17%,0.0,
1839.0,KODEX 미국채울트라30년선물인버스(H),10395.0,80.0,+0.78%,0.0,
1840.0,KODEX TSE일본리츠(H),12125.0,35.0,-0.29%,0.0,
1841.0,덕성우,5190.0,0.0,0.00%,500.0,130.0
1842.0,KODEX 혁신기술테마액티브,12005.0,135.0,-1.11%,0.0,
1843.0,TIMEFOLIO K컬처액티브,8995.0,80.0,-0.88%,0.0,
1844.0,KBSTAR 국채선물3년,51385.0,70.0,-0.14%,0.0,
1845.0,KOSEF Fn유전자혁신기술,9575.0,130.0,-1.34%,0.0,
1846.0,HANARO 원자력iSelect,11035.0,30.0,+0.27%,0.0,
1847.0,HANARO Fn K-메타버스MZ,7465.0,90.0,-1.19%,0.0,
1848.0,ACE 스마트로우볼,14155.0,170.0,-1.19%,0.0,
1849.0,마이티 코스피100,25260.0,250.0,-0.98%,0.0,
1850.0,TIGER MSCI KOREA ESG유니버설,9805.0,155.0,-1.56%,0.0,
1851.0,HANARO KRX기후변화솔루션,12795.0,70.0,-0.54%,0.0,
1852.0,HANARO CAPEX설비투자iSelect,11690.0,30.0,+0.26%,0.0,
1853.0,KODEX 200동일가중,10015.0,110.0,-1.09%,0.0,
1854.0,KODEX MSCI모멘텀,11630.0,10.0,-0.09%,0.0,
1855.0,대신 천연가스 선물 ETN(H),6940.0,0.0,0.00%,0.0,
1856.0,KODEX 한중반도체(합성),11525.0,0.0,0.00%,0.0,
1857.0,남선알미우,22450.0,550.0,-2.39%,500.0,150.0
1858.0,KODEX 국채선물10년인버스,54805.0,290.0,+0.53%,0.0,
1859.0,ACE 스마트모멘텀,13800.0,190.0,-1.36%,0.0,
1860.0,TIGER 모멘텀,24590.0,90.0,-0.36%,0.0,
1861.0,TIGER 경기방어채권혼합,8605.0,55.0,-0.64%,0.0,
1862.0,대신 S&P WTI원유 선물 ETN,6850.0,70.0,+1.03%,0.0,
1863.0,삼성 알루미늄 선물 ETN,6840.0,10.0,-0.15%,0.0,
1864.0,TIGER 코스피중형주,13660.0,210.0,-1.51%,0.0,
1865.0,KB 레버리지 은 선물 ETN(H),13630.0,655.0,-4.59%,0.0,
1866.0,ARIRANG S&P글로벌인프라,13625.0,100.0,-0.73%,0.0,
1867.0,KOSEF 코스닥150선물레버리지,5320.0,15.0,-0.28%,0.0,
1868.0,신한 레버리지 10년 국채선물 ETN,9710.0,0.0,0.00%,0.0,
1869.0,KBSTAR V&S셀렉트밸류,13575.0,105.0,-0.77%,0.0,
1870.0,KB KOSDAQ 150 선물 ETN,9680.0,105.0,-1.07%,0.0,
1871.0,KBSTAR 200고배당커버드콜ATM,6770.0,75.0,-1.10%,0.0,
1872.0,KOSEF 독일DAX,10215.0,110.0,-1.07%,0.0,
1873.0,금강공업우,11240.0,220.0,-1.92%,1000.0,1649.0
1874.0,KB 레버리지 KRX 리츠 TOP 10 ETN,6630.0,0.0,0.00%,0.0,
1875.0,UNICORN R&D 액티브,11025.0,185.0,-1.65%,0.0,
1876.0,KB 레버리지 구리 선물 ETN(H),13185.0,20.0,+0.15%,0.0,
1877.0,대신 2X 알루미늄 선물 ETN(H),6585.0,15.0,-0.23%,0.0,
1878.0,메리츠 STAR 50 ETN,6575.0,70.0,-1.05%,0.0,
1879.0,ARIRANG 코스피,26235.0,285.0,-1.07%,0.0,
1880.0,ARIRANG KS밸류가중TR,14560.0,205.0,-1.39%,0.0,
1881.0,HANARO Fn K-푸드,8720.0,45.0,-0.51%,0.0,
1882.0,대신 S&P500 VIX S/T 선물 ETN,6525.0,285.0,+4.57%,0.0,
1883.0,메리츠 레버리지 미국채10년 ETN(H),6500.0,85.0,-1.29%,0.0,
1884.0,한양증권우,12360.0,70.0,-0.56%,5000.0,1562.0
1885.0,동원시스템즈우,24500.0,150.0,+0.62%,5000.0,2430.0
1886.0,KOSEF 차이나A50커넥트인버스MSCI(합성 H),9950.0,0.0,0.00%,0.0,
1887.0,ACE 중국과창판STAR50,7175.0,5.0,-0.07%,0.0,
1888.0,KB 인버스 KOSDAQ150 선물 ETN,9195.0,55.0,+0.60%,0.0,
1889.0,KBSTAR 글로벌농업경제MV,9185.0,130.0,-1.40%,0.0,
1890.0,KODEX 국채선물3년인버스,53535.0,135.0,+0.25%,0.0,
1891.0,대원전선우,2445.0,15.0,+0.62%,500.0,18.0
1892.0,KBSTAR 차이나항셍테크,5560.0,10.0,+0.18%,0.0,
1893.0,KODEX MSCI밸류,10635.0,165.0,-1.53%,0.0,
1894.0,WOORI AI ESG액티브,8500.0,95.0,-1.11%,0.0,
1895.0,ACE 스마트하이베타,12745.0,155.0,-1.20%,0.0,
1896.0,TIGER 의료기기,15855.0,180.0,-1.12%,0.0,
1897.0,KOSEF 차이나내수소비TOP CSI,8375.0,50.0,-0.59%,0.0,
1898.0,KODEX 경기소비재,8950.0,110.0,-1.21%,0.0,
1899.0,파워 고배당저변동성,26060.0,285.0,-1.08%,0.0,
1900.0,KODEX 밸류Plus,7800.0,80.0,-1.02%,0.0,
1901.0,동부건설우,27600.0,600.0,+2.22%,5000.0,255.0
1902.0,HANARO 글로벌신재생에너지MSCI(합성),8890.0,175.0,-1.93%,0.0,
1903.0,TIGER 우선주,11465.0,125.0,-1.08%,0.0,
1904.0,KBSTAR 200에너지화학,9970.0,60.0,-0.60%,0.0,
1905.0,ARIRANG 글로벌MSCI(합성 H),15830.0,220.0,-1.37%,0.0,
1906.0,ARIRANG KS모멘텀가중TR,13715.0,40.0,-0.29%,0.0,
1907.0,HANARO KRX300,15385.0,235.0,-1.50%,0.0,
1908.0,HANARO Fn5G산업,11190.0,220.0,-1.93%,0.0,
1909.0,ARIRANG 고배당저변동50,10235.0,105.0,-1.02%,0.0,
1910.0,HANARO 농업융복합산업,11155.0,115.0,-1.02%,0.0,
1911.0,크라운해태홀딩스우,10180.0,160.0,-1.55%,500.0,7.0
1912.0,TIGER 200커뮤니케이션서비스,16905.0,135.0,-0.79%,0.0,
1913.0,ACE 중국본토CSI300레버리지(합성),2895.0,25.0,-0.86%,0.0,
1914.0,KODEX K-이노베이션액티브,11035.0,70.0,-0.63%,0.0,
1915.0,TIGER 200 산업재,6445.0,75.0,-1.15%,0.0,
1916.0,KODEX 최소변동성,10085.0,135.0,-1.32%,0.0,
1917.0,ARIRANG 신흥국MSCI인버스(합성 H),11625.0,315.0,+2.79%,0.0,
1918.0,KB KOSPI 200 선물 ETN,8630.0,115.0,-1.32%,0.0,
1919.0,HANARO Fn친환경에너지,9250.0,25.0,+0.27%,0.0,
1920.0,노루페인트우,12980.0,250.0,-1.89%,500.0,628.0
1921.0,KODEX TDF2040액티브,10925.0,40.0,-0.36%,0.0,
1922.0,삼성 HSCEI ETN(H),5980.0,0.0,0.00%,0.0,
1923.0,TIGER 200커버드콜5%OTM,11935.0,170.0,-1.40%,0.0,
1924.0,대신 인버스 철광석 선물 ETN(H) B,5960.0,55.0,+0.93%,0.0,
1925.0,WOORI 200,33645.0,465.0,-1.36%,0.0,
1926.0,KOSEF SK그룹대표주,10670.0,140.0,-1.30%,0.0,
1927.0,KODEX 200 중소형,11720.0,75.0,-0.64%,0.0,
1928.0,ARIRANG KS로우볼가중TR,11675.0,170.0,-1.44%,0.0,
1929.0,히어로즈 글로벌리츠이지스액티브,8940.0,45.0,-0.50%,0.0,
